id,fecha_voto,estado,etnia,edad,sexo,salario,estudios,religion,casado,hijos,voto
1745,2024-10-16,South Dakota,hispanic,63,masculino,93871,masters,other,false,5,republicano
1576,2024-11-03,Maryland,hispanic,97,femenino,139861,undergraduate,atheism,false,3,democrata
1229,2024-07-26,Alaska,illegal,30,femenino,73416,undergraduate,judaism,true,3,democrata
598,2024-05-07,New Hampshire,asian,79,femenino,71646,graduate,other,false,3,republicano
1029,2024-07-23,Tennessee,hispanic,44,femenino,221439,doctor,atheism,true,2,democrata
1559,2024-09-27,Florida,illegal,53,masculino,234840,graduate,islam,false,5,republicano
637,2024-05-04,Wyoming,white,70,masculino,225187,masters,islam,true,4,republicano
623,2024-05-07,Pennsylvania,white,83,femenino,193274,masters,christianism,false,2,democrata
53,2024-01-26,Nevada,illegal,84,masculino,234897,undergraduate,other,true,1,republicano
107,2024-02-06,Nebraska,black,73,femenino,197861,masters,islam,false,5,democrata
1601,2024-10-20,Alaska,illegal,71,femenino,190957,high school,islam,true,3,republicano
640,2024-04-06,Louisiana,illegal,66,femenino,54968,masters,hinduism,false,1,democrata
196,2024-01-21,Wisconsin,white,33,masculino,217987,graduate,islam,false,5,republicano
1215,2024-06-28,Maine,illegal,43,femenino,233225,doctor,atheism,false,1,democrata
1157,2024-08-05,Indiana,black,52,femenino,32482,undergraduate,hinduism,true,3,democrata
1516,2024-10-08,Missouri,hispanic,68,femenino,64664,graduate,judaism,false,3,democrata
1562,2024-10-08,New Mexico,illegal,26,masculino,137905,graduate,hinduism,true,3,democrata
208,2024-01-24,South Carolina,black,42,femenino,157089,masters,atheism,false,3,democrata
1690,2024-09-28,Michigan,hispanic,97,masculino,157122,undergraduate,atheism,true,5,republicano
221,2024-01-11,Pennsylvania,black,51,masculino,133329,graduate,christianism,true,2,republicano
1677,2024-10-20,Ohio,hispanic,80,femenino,195627,undergraduate,judaism,false,2,democrata
555,2024-05-01,Connecticut,hispanic,72,masculino,234429,doctor,atheism,false,3,democrata
20,2024-01-14,Tennessee,illegal,59,femenino,36071,masters,islam,true,1,democrata
211,2024-01-24,West Virginia,black,87,masculino,79693,high school,islam,true,1,republicano
633,2024-04-11,Wisconsin,asian,86,masculino,151488,doctor,other,true,2,republicano
1150,2024-07-04,Hawaii,white,29,femenino,221752,doctor,hinduism,true,3,democrata
1242,2024-08-07,Michigan,illegal,18,femenino,150829,masters,hinduism,false,0,democrata
103,2024-02-04,Arizona,white,42,masculino,122472,masters,islam,true,1,republicano
1225,2024-07-14,Nevada,black,41,femenino,133455,undergraduate,hinduism,false,4,democrata
7,2024-02-09,Indiana,black,71,femenino,86999,high school,atheism,true,0,republicano
57,2024-01-10,Louisiana,white,92,masculino,34851,doctor,other,true,3,republicano
120,2024-01-02,Kentucky,black,74,femenino,171438,doctor,islam,true,1,democrata
1572,2024-10-05,Georgia,illegal,33,femenino,192706,graduate,hinduism,true,3,democrata
1056,2024-07-25,Arizona,black,51,femenino,239669,masters,christianism,false,3,democrata
715,2024-04-04,New York,white,59,masculino,169976,masters,islam,false,4,democrata
1680,2024-10-27,Arkansas,illegal,91,femenino,197294,high school,judaism,true,5,republicano
10,2024-01-29,Alabama,illegal,83,masculino,68584,high school,hinduism,true,4,republicano
693,2024-04-29,Mississippi,hispanic,90,femenino,186636,masters,hinduism,true,3,republicano
1654,2024-10-18,Arizona,illegal,18,femenino,199291,graduate,christianism,false,0,democrata
80,2024-01-07,Georgia,hispanic,96,masculino,237476,masters,other,false,1,republicano
529,2024-03-30,Georgia,illegal,25,masculino,156636,doctor,islam,true,2,democrata
532,2024-04-26,Mississippi,indian,38,masculino,235836,doctor,christianism,false,5,republicano
1160,2024-07-05,Missouri,hispanic,48,femenino,111828,doctor,hinduism,false,3,democrata
1147,2024-07-09,Washington,black,48,femenino,204389,high school,islam,true,3,democrata
1046,2024-08-05,Vermont,hispanic,33,femenino,123854,masters,judaism,false,5,democrata
186,2024-01-06,North Carolina,hispanic,67,femenino,229496,doctor,hinduism,false,2,democrata
1566,2024-10-15,Tennessee,illegal,46,femenino,54644,undergraduate,christianism,false,2,republicano
110,2024-02-06,Idaho,white,42,masculino,185963,undergraduate,islam,false,3,republicano
1219,2024-08-04,Wisconsin,illegal,24,femenino,50815,masters,atheism,true,4,democrata
1232,2024-07-11,Georgia,indian,34,femenino,129118,doctor,christianism,false,0,democrata
1569,2024-10-03,Alabama,hispanic,50,masculino,99101,high school,other,false,5,republicano
1553,2024-11-02,Minnesota,hispanic,97,masculino,238229,undergraduate,hinduism,true,4,republicano
744,2024-05-03,Arizona,white,53,masculino,138770,masters,atheism,true,3,republicano
630,2024-04-12,North Carolina,hispanic,56,femenino,233451,doctor,atheism,true,1,democrata
1705,2024-10-04,Washington,hispanic,21,masculino,39488,doctor,islam,true,0,democrata
1023,2024-08-05,Vermont,hispanic,26,femenino,43159,undergraduate,atheism,false,3,democrata
214,2024-01-29,Virginia,illegal,86,masculino,78835,undergraduate,christianism,false,3,republicano
130,2024-02-11,Rhode Island,illegal,97,masculino,172165,undergraduate,atheism,false,4,republicano
1022,2024-07-31,Montana,black,38,femenino,116290,high school,atheism,false,5,republicano
1683,2024-09-28,Kentucky,illegal,27,masculino,32204,high school,atheism,false,2,republicano
1637,2024-09-22,Florida,hispanic,51,femenino,237779,undergraduate,atheism,false,2,republicano
676,2024-05-01,Iowa,black,29,masculino,205619,masters,hinduism,true,1,democrata
592,2024-04-16,Maine,hispanic,31,femenino,41960,doctor,christianism,false,3,democrata
1749,2024-10-25,Alabama,illegal,50,femenino,106937,doctor,judaism,true,0,democrata
646,2024-04-11,New Jersey,asian,89,masculino,212915,doctor,islam,false,5,democrata
1052,2024-07-04,Rhode Island,black,31,femenino,199212,high school,other,false,2,democrata
1607,2024-10-15,Alaska,hispanic,55,femenino,90863,undergraduate,other,false,5,republicano
33,2024-01-14,Arkansas,hispanic,59,masculino,208184,masters,other,true,4,republicano
1620,2024-10-26,Oregon,illegal,21,femenino,49070,masters,other,false,0,democrata
1039,2024-07-06,Delaware,hispanic,21,femenino,69725,doctor,atheism,false,2,democrata
1096,2024-08-07,Alabama,indian,50,femenino,166539,graduate,other,false,1,republicano
63,2024-02-11,Maine,black,95,masculino,33444,doctor,judaism,false,1,democrata
613,2024-04-17,Mississippi,hispanic,29,femenino,75777,masters,hinduism,false,3,democrata
558,2024-05-03,Pennsylvania,asian,95,femenino,31271,doctor,other,false,2,democrata
1519,2024-10-17,Virginia,hispanic,86,femenino,188601,graduate,atheism,true,0,democrata
1140,2024-08-06,North Carolina,indian,26,femenino,222742,masters,other,false,1,democrata
1085,2024-07-01,Kansas,hispanic,30,femenino,184896,masters,atheism,false,1,democrata
150,2024-01-24,Georgia,illegal,70,masculino,56641,undergraduate,hinduism,false,4,republicano
578,2024-04-05,Utah,indian,55,masculino,152555,masters,hinduism,true,3,democrata
225,2024-02-04,Pennsylvania,illegal,64,masculino,123037,graduate,islam,false,5,republicano
1009,2024-06-29,Alabama,indian,20,femenino,225046,graduate,judaism,true,2,democrata
34,2024-02-04,Wisconsin,black,51,masculino,231614,graduate,other,true,1,republicano
117,2024-01-01,Nebraska,black,42,masculino,194808,masters,islam,true,4,democrata
1725,2024-09-26,Nevada,illegal,45,masculino,92139,high school,islam,false,5,republicano
1650,2024-10-24,Illinois,hispanic,18,masculino,171263,high school,hinduism,false,5,democrata
1120,2024-08-07,Connecticut,illegal,50,femenino,220221,graduate,christianism,true,4,democrata
1539,2024-09-29,North Carolina,illegal,40,masculino,31774,graduate,hinduism,true,5,republicano
234,2024-01-28,Arizona,hispanic,63,femenino,183904,doctor,judaism,true,4,democrata
1694,2024-10-27,Florida,hispanic,76,femenino,194886,high school,atheism,true,5,republicano
1586,2024-09-23,West Virginia,illegal,37,masculino,134609,masters,other,false,3,democrata
1111,2024-07-29,New Mexico,white,37,femenino,178093,graduate,atheism,true,1,republicano
1164,2024-06-29,Vermont,indian,33,femenino,133937,doctor,atheism,true,2,democrata
87,2024-01-04,New Hampshire,black,69,masculino,181984,graduate,judaism,false,4,republicano
146,2024-01-08,Maine,illegal,77,masculino,67040,masters,other,false,5,democrata
549,2024-04-22,Colorado,hispanic,66,masculino,30686,doctor,hinduism,false,0,republicano
1174,2024-07-04,New Mexico,black,43,femenino,59776,graduate,islam,true,0,democrata
1249,2024-08-05,Arizona,indian,44,femenino,78409,doctor,atheism,false,5,democrata
1107,2024-07-18,Arkansas,hispanic,27,femenino,240824,doctor,hinduism,false,0,democrata
562,2024-03-29,Wisconsin,asian,85,femenino,168504,doctor,hinduism,true,3,democrata
1552,2024-10-18,Vermont,illegal,51,femenino,183133,doctor,christianism,true,3,democrata
1523,2024-10-15,Arkansas,illegal,56,femenino,184928,doctor,hinduism,true,4,democrata
660,2024-04-09,South Carolina,indian,34,femenino,61672,graduate,islam,true,4,democrata
591,2024-05-09,Delaware,asian,85,femenino,195161,graduate,christianism,true,0,democrata
735,2024-04-26,Massachusetts,asian,46,femenino,139207,masters,hinduism,false,4,democrata
1193,2024-07-14,Ohio,hispanic,52,femenino,232181,graduate,atheism,true,3,democrata
1621,2024-10-02,New Hampshire,illegal,54,masculino,135334,undergraduate,hinduism,false,4,republicano
505,2024-04-27,Wisconsin,black,36,masculino,145146,masters,hinduism,false,0,democrata
1608,2024-10-25,Indiana,hispanic,40,masculino,222813,high school,islam,true,2,republicano
24,2024-01-10,New Mexico,white,36,femenino,126501,high school,atheism,false,3,republicano
647,2024-04-27,Tennessee,asian,86,masculino,136090,graduate,judaism,true,3,republicano
1245,2024-08-05,Arizona,indian,37,femenino,94794,doctor,atheism,false,3,democrata
37,2024-02-09,New Hampshire,hispanic,66,femenino,134515,graduate,christianism,false,4,republicano
1059,2024-08-06,Michigan,hispanic,37,femenino,205523,graduate,other,true,5,republicano
667,2024-05-07,Mississippi,illegal,60,masculino,61942,doctor,hinduism,false,3,republicano
1228,2024-06-27,Colorado,white,32,femenino,231371,graduate,christianism,false,3,democrata
1589,2024-09-27,Connecticut,hispanic,22,masculino,51162,masters,judaism,false,4,democrata
54,2024-02-05,Alaska,white,74,masculino,210090,undergraduate,other,true,1,republicano
1628,2024-09-30,Vermont,hispanic,27,femenino,84343,doctor,christianism,true,5,democrata
1076,2024-07-06,Nevada,hispanic,35,femenino,100101,masters,hinduism,true,2,democrata
137,2024-01-10,Utah,hispanic,60,masculino,33730,masters,atheism,true,2,republicano
1600,2024-10-27,Arkansas,illegal,81,femenino,157928,masters,atheism,true,2,democrata
718,2024-04-18,Louisiana,illegal,47,femenino,33501,masters,judaism,false,0,democrata
1161,2024-07-07,Virginia,indian,54,femenino,124374,graduate,islam,true,2,democrata
599,2024-04-24,Missouri,asian,21,femenino,248333,graduate,islam,true,2,democrata
1127,2024-07-01,Rhode Island,indian,38,femenino,161419,high school,other,false,2,republicano
1674,2024-09-22,Minnesota,illegal,66,femenino,86241,masters,christianism,true,2,democrata
104,2024-01-10,Missouri,white,36,femenino,145771,high school,islam,true,0,republicano
1746,2024-11-03,Arkansas,illegal,66,femenino,202368,graduate,other,true,4,republicano
238,2024-01-06,Michigan,hispanic,31,masculino,193671,high school,other,false,0,republicano
1194,2024-07-03,South Dakota,hispanic,34,femenino,54328,masters,judaism,false,1,democrata
199,2024-01-29,Idaho,hispanic,57,femenino,86711,high school,christianism,false,5,republicano
1573,2024-10-30,Utah,hispanic,73,femenino,85329,undergraduate,hinduism,true,4,democrata
1212,2024-07-26,Connecticut,black,47,femenino,139986,undergraduate,other,true,5,democrata
205,2024-02-10,Oklahoma,black,32,masculino,122539,masters,atheism,true,3,democrata
166,2024-01-27,Idaho,black,51,femenino,145565,high school,christianism,true,0,republicano
571,2024-05-01,New York,asian,68,femenino,66334,doctor,judaism,false,4,democrata
610,2024-04-03,Alabama,asian,92,femenino,150568,graduate,atheism,true,3,republicano
66,2024-01-15,Maine,white,86,femenino,238942,high school,other,true,1,republicano
1532,2024-10-23,Wyoming,hispanic,45,femenino,119852,doctor,atheism,false,0,democrata
525,2024-04-16,Maryland,asian,43,masculino,91677,graduate,judaism,true,5,republicano
680,2024-04-20,Minnesota,illegal,95,femenino,65751,masters,islam,true,1,democrata
1173,2024-07-19,Mississippi,white,24,femenino,94822,graduate,other,false,1,republicano
711,2024-04-14,Minnesota,hispanic,25,femenino,102146,doctor,islam,true,2,democrata
542,2024-04-19,Nevada,black,28,femenino,109808,masters,islam,true,5,democrata
1742,2024-09-21,Missouri,hispanic,55,masculino,196773,undergraduate,islam,false,5,republicano
1641,2024-10-30,Idaho,illegal,38,masculino,51232,doctor,other,false,5,republicano
1241,2024-06-25,South Carolina,asian,32,femenino,30142,undergraduate,other,false,3,democrata
595,2024-05-08,Missouri,black,26,masculino,69876,graduate,christianism,true,1,democrata
1556,2024-10-11,California,hispanic,84,femenino,147891,masters,christianism,false,0,democrata
1503,2024-10-07,Nevada,illegal,78,femenino,183482,masters,other,true,2,democrata
1072,2024-07-20,Maryland,hispanic,18,femenino,32359,undergraduate,judaism,false,0,democrata
626,2024-05-10,Vermont,black,85,masculino,37595,masters,judaism,false,4,democrata
201,2024-01-06,Nebraska,illegal,79,masculino,160709,undergraduate,atheism,false,2,republicano
1657,2024-09-23,Arizona,hispanic,76,femenino,70506,graduate,hinduism,false,5,democrata
1585,2024-10-07,Hawaii,illegal,54,femenino,249323,masters,atheism,false,2,democrata
1582,2024-10-15,Nevada,hispanic,53,masculino,82237,doctor,other,true,1,republicano
1729,2024-10-16,South Carolina,hispanic,66,masculino,96069,masters,judaism,true,4,republicano
1002,2024-07-10,Louisiana,indian,44,femenino,207000,high school,atheism,false,0,republicano
1144,2024-07-13,Vermont,asian,34,femenino,73943,high school,other,false,2,democrata
696,2024-04-08,Pennsylvania,illegal,37,femenino,203199,doctor,atheism,true,5,democrata
83,2024-01-01,Missouri,hispanic,68,masculino,211594,undergraduate,christianism,false,3,republicano
1043,2024-07-13,North Carolina,black,42,femenino,136175,graduate,judaism,true,4,democrata
617,2024-04-02,Maryland,white,87,masculino,172815,doctor,hinduism,true,5,democrata
183,2024-01-30,Georgia,hispanic,76,masculino,63204,masters,other,false,3,republicano
1670,2024-11-01,Kentucky,illegal,38,femenino,188344,masters,hinduism,true,4,democrata
516,2024-04-29,Alaska,hispanic,86,masculino,206403,doctor,other,false,1,republicano
113,2024-01-23,Montana,black,57,masculino,89075,undergraduate,atheism,false,0,republicano
116,2024-01-04,North Dakota,black,80,masculino,74513,masters,atheism,true,3,republicano
1216,2024-07-22,California,asian,39,femenino,160010,high school,other,true,0,democrata
702,2024-04-16,West Virginia,black,81,masculino,189266,masters,judaism,false,2,democrata
13,2024-02-11,Florida,illegal,71,masculino,188923,high school,atheism,true,4,republicano
689,2024-04-12,Mississippi,black,25,femenino,125140,masters,christianism,true,3,democrata
114,2024-02-10,Wyoming,white,57,femenino,86072,doctor,atheism,false,3,republicano
1736,2024-11-01,Utah,illegal,54,femenino,139500,doctor,atheism,true,2,democrata
31,2024-01-07,South Carolina,white,66,femenino,240583,undergraduate,judaism,false,0,republicano
230,2024-02-08,West Virginia,illegal,91,masculino,166736,high school,judaism,true,1,republicano
714,2024-04-08,California,black,20,femenino,96502,masters,hinduism,false,4,democrata
1123,2024-06-29,Illinois,black,37,femenino,69534,doctor,christianism,false,2,democrata
4,2024-01-03,North Carolina,black,75,femenino,173937,graduate,judaism,false,5,democrata
614,2024-04-09,Mississippi,indian,60,femenino,239399,doctor,hinduism,false,2,democrata
1236,2024-07-16,South Dakota,black,23,femenino,135900,graduate,other,true,1,democrata
229,2024-01-21,Louisiana,hispanic,85,femenino,36491,graduate,hinduism,true,5,republicano
1583,2024-10-30,Missouri,illegal,22,femenino,91723,undergraduate,islam,true,4,democrata
129,2024-01-17,South Dakota,illegal,30,femenino,137740,graduate,atheism,false,3,democrata
1153,2024-07-28,South Dakota,indian,28,femenino,65312,masters,other,true,5,democrata
1098,2024-07-28,Illinois,hispanic,37,femenino,218255,doctor,other,false,1,democrata
1598,2024-10-23,Wyoming,hispanic,97,femenino,194737,graduate,judaism,false,1,republicano
1698,2024-10-18,Colorado,hispanic,30,masculino,235121,graduate,christianism,true,3,republicano
1083,2024-07-15,Utah,white,35,femenino,230155,graduate,christianism,true,5,republicano
692,2024-04-18,South Dakota,indian,32,masculino,110994,doctor,islam,false,0,democrata
576,2024-04-26,Idaho,asian,21,femenino,162216,masters,judaism,false,2,democrata
501,2024-05-03,North Dakota,white,37,masculino,133225,doctor,judaism,true,2,republicano
712,2024-04-24,Georgia,indian,40,masculino,59335,doctor,islam,false,1,democrata
1138,2024-07-22,Maryland,asian,39,femenino,180713,high school,christianism,true,4,republicano
1671,2024-10-19,Delaware,hispanic,35,femenino,94267,high school,judaism,true,0,democrata
1007,2024-08-01,Illinois,white,20,femenino,150230,high school,judaism,true,1,democrata
1623,2024-10-15,Wisconsin,illegal,33,masculino,64945,high school,atheism,false,4,republicano
227,2024-01-03,Virginia,black,98,masculino,148528,undergraduate,judaism,false,4,republicano
1565,2024-10-09,Indiana,illegal,37,femenino,71665,undergraduate,atheism,true,5,democrata
1510,2024-11-03,Montana,hispanic,93,masculino,248259,high school,islam,true,1,republicano
190,2024-01-30,North Carolina,illegal,36,femenino,39541,high school,other,true,3,republicano
1105,2024-07-02,Maryland,hispanic,24,femenino,229913,high school,atheism,false,5,democrata
1721,2024-10-26,Wisconsin,illegal,95,femenino,196964,high school,other,true,5,republicano
528,2024-04-12,New Mexico,black,40,femenino,233019,doctor,christianism,false,3,democrata
74,2024-01-28,Montana,illegal,80,masculino,96241,graduate,islam,true,5,republicano
202,2024-02-10,Idaho,black,62,femenino,180609,graduate,islam,false,3,republicano
1535,2024-10-11,Michigan,illegal,41,masculino,152184,high school,other,true,1,republicano
1696,2024-10-13,Maryland,illegal,78,femenino,229143,high school,islam,true,4,democrata
1181,2024-07-03,Mississippi,asian,37,femenino,77110,high school,other,true,2,republicano
747,2024-04-21,Arizona,indian,39,femenino,118835,graduate,other,true,5,democrata
672,2024-04-07,Wisconsin,illegal,29,femenino,123394,graduate,other,true,4,democrata
1517,2024-10-26,Maryland,hispanic,49,masculino,81938,undergraduate,atheism,false,4,republicano
1678,2024-10-04,Maryland,illegal,76,femenino,233171,high school,atheism,true,0,democrata
508,2024-04-09,Tennessee,asian,86,masculino,42405,doctor,islam,true,2,republicano
1681,2024-10-20,Delaware,hispanic,51,masculino,158550,high school,islam,true,3,republicano
616,2024-05-03,Idaho,indian,85,femenino,119359,graduate,other,true,2,republicano
511,2024-05-04,Michigan,white,89,femenino,112088,masters,christianism,true,3,democrata
1073,2024-07-16,Illinois,indian,41,femenino,144370,doctor,islam,true,1,democrata
172,2024-01-15,Indiana,illegal,93,femenino,61995,undergraduate,other,true,3,democrata
56,2024-01-13,Idaho,illegal,52,femenino,88590,graduate,islam,false,2,republicano
1218,2024-07-24,Arkansas,indian,33,femenino,70673,undergraduate,christianism,false,3,democrata
1025,2024-07-10,Maryland,black,33,femenino,164301,undergraduate,islam,false,0,democrata
1186,2024-07-07,Alabama,white,35,femenino,244962,doctor,christianism,true,4,republicano
187,2024-01-29,Maine,white,76,femenino,113727,undergraduate,islam,true,4,republicano
634,2024-04-20,New Hampshire,asian,54,femenino,57881,masters,other,true,4,democrata
212,2024-02-07,Arkansas,hispanic,89,femenino,230579,high school,hinduism,true,3,republicano
1703,2024-09-29,Vermont,hispanic,86,masculino,144509,high school,hinduism,false,4,republicano
1211,2024-07-17,Vermont,illegal,29,femenino,170981,high school,atheism,false,1,democrata
1010,2024-06-26,Arizona,asian,29,femenino,143550,undergraduate,atheism,false,5,democrata
518,2024-05-09,Washington,indian,67,masculino,151493,doctor,christianism,true,4,democrata
729,2024-05-11,California,illegal,59,femenino,63154,doctor,judaism,true,2,democrata
1718,2024-10-15,Michigan,illegal,66,femenino,102341,graduate,other,true,3,democrata
149,2024-01-18,Rhode Island,illegal,75,femenino,32597,graduate,hinduism,false,2,democrata
682,2024-04-18,Alabama,asian,88,masculino,189329,masters,christianism,false,1,republicano
1171,2024-07-11,New Mexico,illegal,18,femenino,133932,graduate,other,false,5,democrata
124,2024-01-25,South Carolina,illegal,56,masculino,117142,undergraduate,atheism,false,2,republicano
1507,2024-10-13,Minnesota,illegal,80,femenino,108995,graduate,christianism,true,0,democrata
606,2024-04-08,Delaware,black,77,masculino,84831,masters,hinduism,true,1,democrata
1196,2024-08-07,Oklahoma,illegal,30,femenino,39349,undergraduate,hinduism,true,1,democrata
197,2024-02-07,Montana,illegal,87,masculino,244454,graduate,islam,true,4,republicano
521,2024-04-27,Alaska,hispanic,26,femenino,199282,doctor,hinduism,false,3,democrata
46,2024-02-09,Maine,white,85,masculino,123331,graduate,islam,true,2,republicano
1208,2024-07-07,Indiana,indian,22,femenino,57137,graduate,islam,true,2,democrata
1605,2024-10-26,Georgia,illegal,56,masculino,106484,graduate,atheism,false,1,republicano
209,2024-02-11,Indiana,black,83,femenino,39732,masters,atheism,false,3,democrata
594,2024-05-09,Alaska,white,37,masculino,161511,masters,atheism,false,1,republicano
1593,2024-10-25,Minnesota,illegal,80,masculino,187169,doctor,atheism,true,5,democrata
1145,2024-07-01,Minnesota,illegal,49,femenino,195766,doctor,christianism,false,4,democrata
536,2024-04-01,Wisconsin,asian,86,masculino,68148,masters,christianism,true,3,republicano
722,2024-04-17,Pennsylvania,hispanic,37,masculino,53640,graduate,islam,true,0,republicano
1128,2024-07-31,New York,black,46,femenino,247320,high school,christianism,false,0,democrata
1131,2024-07-26,New York,illegal,46,femenino,192598,doctor,atheism,false,5,democrata
122,2024-01-20,Mississippi,black,68,masculino,155091,undergraduate,judaism,true,4,republicano
1728,2024-10-16,Nevada,hispanic,71,femenino,151423,doctor,atheism,false,4,democrata
719,2024-04-19,Virginia,illegal,56,femenino,126534,masters,christianism,true,2,democrata
1015,2024-07-18,Alabama,white,44,femenino,164321,high school,hinduism,true,4,republicano
1075,2024-08-03,Missouri,indian,21,femenino,61798,undergraduate,hinduism,false,5,democrata
584,2024-04-23,Vermont,hispanic,69,femenino,237223,masters,christianism,false,0,democrata
237,2024-01-07,West Virginia,illegal,91,masculino,183016,high school,christianism,true,1,republicano
649,2024-05-11,Mississippi,hispanic,95,masculino,211910,doctor,other,false,1,republicano
1591,2024-10-19,Mississippi,illegal,81,masculino,223074,graduate,atheism,true,0,republicano
1630,2024-10-11,Wisconsin,hispanic,57,masculino,46283,undergraduate,atheism,false,5,republicano
1543,2024-10-02,Maryland,illegal,18,masculino,51404,undergraduate,atheism,true,0,democrata
1058,2024-08-05,New Jersey,asian,49,femenino,233407,graduate,atheism,false,5,democrata
182,2024-01-25,Oklahoma,illegal,98,masculino,132424,doctor,other,true,4,republicano
720,2024-05-01,Utah,hispanic,21,femenino,146614,masters,christianism,true,2,democrata
1663,2024-10-05,Alabama,hispanic,39,femenino,175692,masters,christianism,true,3,republicano
1557,2024-10-23,Indiana,illegal,27,femenino,200754,high school,other,false,5,democrata
1244,2024-07-31,New York,white,53,femenino,133844,undergraduate,other,true,5,democrata
41,2024-01-25,Oklahoma,white,61,femenino,94004,masters,judaism,true,5,republicano
1615,2024-11-02,Indiana,illegal,24,masculino,111134,graduate,other,true,1,democrata
235,2024-02-05,Arkansas,black,63,femenino,82401,doctor,other,true,0,democrata
1502,2024-10-20,Kentucky,illegal,86,femenino,214965,doctor,atheism,true,5,democrata
9,2024-01-20,Kentucky,white,36,femenino,246707,high school,atheism,true,1,republicano
569,2024-05-08,Alabama,indian,67,masculino,214488,masters,hinduism,false,0,republicano
1201,2024-06-26,Nebraska,asian,46,femenino,131560,graduate,judaism,false,3,democrata
96,2024-01-10,Florida,black,55,femenino,44151,doctor,judaism,true,4,democrata
697,2024-04-05,Oklahoma,white,23,femenino,151914,masters,christianism,true,3,democrata
82,2024-02-10,Indiana,illegal,31,masculino,112291,graduate,judaism,false,2,democrata
1743,2024-10-26,Michigan,illegal,19,femenino,41202,doctor,hinduism,true,4,democrata
79,2024-02-03,Michigan,illegal,93,femenino,38456,high school,christianism,true,2,republicano
608,2024-04-04,West Virginia,black,50,femenino,210313,doctor,other,false,3,democrata
586,2024-03-29,Washington,indian,98,masculino,66344,graduate,christianism,false,4,democrata
1550,2024-09-27,Arizona,illegal,68,femenino,220632,doctor,other,false,4,democrata
1017,2024-06-27,Tennessee,asian,25,femenino,232712,undergraduate,other,true,3,democrata
48,2024-01-14,Iowa,hispanic,36,femenino,215344,high school,christianism,false,2,republicano
664,2024-04-11,North Carolina,indian,40,femenino,165425,masters,judaism,false,4,democrata
1065,2024-06-28,Missouri,illegal,47,femenino,248200,undergraduate,hinduism,false,5,democrata
503,2024-04-21,New York,black,21,femenino,225181,graduate,atheism,true,1,democrata
1178,2024-07-23,Virginia,indian,47,femenino,246742,doctor,islam,true,2,democrata
179,2024-01-29,Texas,white,98,femenino,196582,high school,judaism,false,5,republicano
180,2024-02-09,Arkansas,hispanic,90,femenino,69471,high school,other,false,1,republicano
642,2024-04-18,New Jersey,black,74,masculino,87236,doctor,islam,false,3,democrata
1509,2024-09-22,New Mexico,illegal,86,masculino,103539,masters,other,false,0,democrata
157,2024-01-17,Indiana,black,39,femenino,62314,graduate,other,true,1,democrata
1203,2024-07-13,New Jersey,asian,19,femenino,196393,graduate,christianism,true,4,democrata
1648,2024-10-16,New Jersey,hispanic,95,femenino,119817,undergraduate,judaism,false,0,democrata
526,2024-04-25,Alaska,hispanic,98,masculino,233882,doctor,christianism,true,2,republicano
699,2024-03-30,Oklahoma,white,20,femenino,34311,doctor,christianism,true,2,democrata
690,2024-04-24,Colorado,hispanic,78,femenino,152800,graduate,hinduism,false,4,democrata
132,2024-01-10,Wisconsin,white,65,femenino,70824,high school,hinduism,false,2,republicano
204,2024-01-07,Florida,hispanic,73,masculino,220474,undergraduate,christianism,false,0,republicano
1726,2024-10-16,North Dakota,illegal,45,masculino,138273,undergraduate,islam,false,3,republicano
38,2024-01-01,New Mexico,illegal,93,masculino,160531,undergraduate,hinduism,false,1,republicano
1560,2024-10-30,New Hampshire,illegal,91,femenino,126179,doctor,christianism,false,3,democrata
551,2024-04-23,Connecticut,illegal,97,femenino,181682,masters,christianism,true,5,democrata
1673,2024-09-29,Wyoming,illegal,50,femenino,91217,high school,hinduism,true,2,republicano
1613,2024-09-23,Georgia,hispanic,40,masculino,66195,undergraduate,islam,false,5,republicano
1188,2024-07-31,Kansas,white,35,femenino,202272,undergraduate,christianism,false,0,republicano
1040,2024-07-28,Nevada,hispanic,30,femenino,106657,graduate,other,false,1,democrata
639,2024-04-25,New Mexico,asian,31,femenino,137792,graduate,hinduism,true,1,democrata
730,2024-04-02,Rhode Island,asian,55,masculino,133325,masters,christianism,true,4,republicano
1567,2024-10-08,New Mexico,illegal,78,masculino,58108,masters,judaism,true,1,democrata
1622,2024-10-01,Idaho,hispanic,81,femenino,165902,graduate,islam,true,3,republicano
561,2024-04-02,Iowa,illegal,25,femenino,214506,graduate,islam,false,0,democrata
14,2024-01-03,Kentucky,hispanic,82,masculino,80214,doctor,christianism,false,0,republicano
559,2024-03-29,New Hampshire,illegal,37,femenino,135048,graduate,other,false,1,democrata
245,2024-01-31,Mississippi,illegal,72,femenino,70527,high school,judaism,false,5,republicano
15,2024-01-25,Iowa,hispanic,61,femenino,61854,high school,judaism,true,3,republicano
745,2024-03-31,North Carolina,white,60,femenino,245075,doctor,atheism,true,1,democrata
1137,2024-07-15,California,hispanic,51,femenino,248574,high school,atheism,false,5,democrata
131,2024-01-23,Oklahoma,illegal,75,masculino,167179,graduate,other,true,3,republicano
1549,2024-10-18,Montana,hispanic,95,femenino,44265,graduate,other,true,4,republicano
1066,2024-07-01,Alaska,illegal,22,femenino,159964,high school,judaism,false,1,democrata
